GEOID,NAME,flood_frac,pop_total,pop_poverty,pop_black,pop_hispanic,households_total,households_nocar,exposed_pop_total,exposed_pop_poverty,exposed_pop_black,exposed_pop_hispanic,exposed_households_total,exposed_households_nocar
37127010400,104,0.0,7442,1566,3758,1173,3274,533,0.0,0.0,0.0,0.0,0.0,0.0
37155961500,9615,0.0,6162,2000,865,636,2221,322,0.0,0.0,0.0,0.0,0.0,0.0
37155961700,9617,0.0,3439,757,847,116,1272,158,0.0,0.0,0.0,0.0,0.0,0.0
37155961000,9610,0.0,7766,1313,2901,170,3115,164,0.0,0.0,0.0,0.0,0.0,0.0
37155961100,9611,0.0,3758,689,976,157,1578,64,0.0,0.0,0.0,0.0,0.0,0.0
37155961900,9619,0.0,3145,216,432,134,1202,146,0.0,0.0,0.0,0.0,0.0,0.0
37155961400,9614,0.0,7319,2493,472,1174,2963,311,0.0,0.0,0.0,0.0,0.0,0.0
37155960900,9609,0.0,3467,496,878,488,1245,81,0.0,0.0,0.0,0.0,0.0,0.0
37125950507,9505.07,0.0,1349,144,505,168,630,46,0.0,0.0,0.0,0.0,0.0,0.0
37125950306,9503.06,0.0,4180,567,1408,748,1967,174,0.0,0.0,0.0,0.0,0.0,0.0
37125950303,9503.03,0.0,6528,2215,836,155,2613,272,0.0,0.0,0.0,0.0,0.0,0.0
37125950304,9503.04,0.0,2164,169,595,178,965,85,0.0,0.0,0.0,0.0,0.0,0.0
37125950305,9503.05,0.0,4133,1282,970,821,1638,144,0.0,0.0,0.0,0.0,0.0,0.0
37125951101,9511.01,0.0,1735,455,324,397,655,31,0.0,0.0,0.0,0.0,0.0,0.0
37125950604,9506.04,0.0,5742,1716,2380,693,2613,417,0.0,0.0,0.0,0.0,0.0,0.0
37125950503,9505.03,0.0,4225,1448,865,163,1754,212,0.0,0.0,0.0,0.0,0.0,0.0
37125951102,9511.02,0.0,3177,961,1016,647,1230,63,0.0,0.0,0.0,0.0,0.0,0.0
37047930600,9306,0.0,2433,810,1244,543,906,84,0.0,0.0,0.0,0.0,0.0,0.0
37047930200,9302,0.0,4864,428,1554,560,1987,183,0.0,0.0,0.0,0.0,0.0,0.0
37047930100,9301,0.0,5622,1623,2015,427,2505,300,0.0,0.0,0.0,0.0,0.0,0.0
37047930700,9307,0.0,7570,1617,655,227,3015,365,0.0,0.0,0.0,0.0,0.0,0.0
37047930500,9305,0.0,3947,840,548,615,1632,206,0.0,0.0,0.0,0.0,0.0,0.0
37047930800,9308,0.0,1956,625,196,448,740,99,0.0,0.0,0.0,0.0,0.0,0.0
37047930300,9303,0.0,6795,2320,2938,1195,2730,124,0.0,0.0,0.0,0.0,0.0,0.0
37047930400,9304,0.0,5334,1394,2496,495,2323,175,0.0,0.0,0.0,0.0,0.0,0.0
37047931000,9310,0.0,5841,1138,836,980,2222,72,0.0,0.0,0.0,0.0,0.0,0.0
37025042300,423,0.0,1500,280,239,317,609,59,0.0,0.0,0.0,0.0,0.0,0.0
37137950101,9501.01,0.0,3049,505,645,394,1370,129,0.0,0.0,0.0,0.0,0.0,0.0
37137950202,9502.02,0.0,6328,1002,2186,1319,2537,355,0.0,0.0,0.0,0.0,0.0,0.0
37087920102,9201.02,0.0,6792,1137,2451,748,2457,135,0.0,0.0,0.0,0.0,0.0,0.0
37087920101,9201.01,0.0,3933,302,1547,393,1516,189,0.0,0.0,0.0,0.0,0.0,0.0
37087921302,9213.02,0.0,6594,482,3314,1016,2855,216,0.0,0.0,0.0,0.0,0.0,0.0
37087921301,9213.01,0.0,6860,1947,1354,870,2640,230,0.0,0.0,0.0,0.0,0.0,0.0
37057061904,619.04,0.0,3589,659,1361,878,1561,215,0.0,0.0,0.0,0.0,0.0,0.0
37057061805,618.05,0.0,7266,2392,2396,1008,2929,119,0.0,0.0,0.0,0.0,0.0,0.0
37057061806,618.06,0.0,2875,671,583,312,1164,94,0.0,0.0,0.0,0.0,0.0,0.0
37057060104,601.04,0.0,2524,152,1271,279,1110,98,0.0,0.0,0.0,0.0,0.0,0.0
37057061705,617.05,0.0,5713,555,558,834,2437,334,0.0,0.0,0.0,0.0,0.0,0.0
37057061704,617.04,0.0,5384,601,2185,547,1951,116,0.0,0.0,0.0,0.0,0.0,0.0
37057061203,612.03,0.0,1806,618,747,336,793,136,0.0,0.0,0.0,0.0,0.0,0.0
37057061102,611.02,0.0,6795,785,3449,730,2553,458,0.0,0.0,0.0,0.0,0.0,0.0
37069060801,608.01,0.0,2239,458,692,242,872,133,0.0,0.0,0.0,0.0,0.0,0.0
37131920103,9201.03,0.0,6595,2181,1390,1067,2666,199,0.0,0.0,0.0,0.0,0.0,0.0
37131920301,9203.01,0.0,853,292,395,28,388,50,0.0,0.0,0.0,0.0,0.0,0.0
37131920302,9203.02,0.0,6537,790,2846,1116,2914,123,0.0,0.0,0.0,0.0,0.0,0.0
37131920101,9201.01,0.0,6465,418,1940,880,2905,466,0.0,0.0,0.0,0.0,0.0,0.0
37131920102,9201.02,0.0,6418,616,2784,797,2556,274,0.0,0.0,0.0,0.0,0.0,0.0
37131920202,9202.02,0.0,5586,385,1027,1035,2008,113,0.0,0.0,0.0,0.0,0.0,0.0
37131920201,9202.01,0.0,4195,455,1446,815,1545,122,0.0,0.0,0.0,0.0,0.0,0.0
37131920303,9203.03,0.0,5877,1296,2836,1261,2775,416,0.0,0.0,0.0,0.0,0.0,0.0
37189920100,9201,0.0,2795,904,584,296,1219,195,0.0,0.0,0.0,0.0,0.0,0.0
37189920900,9209,0.0,6421,1355,1873,611,2905,313,0.0,0.0,0.0,0.0,0.0,0.0
37189921000,9210,0.0,4800,1141,2522,884,1724,175,0.0,0.0,0.0,0.0,0.0,0.0
37189920400,9204,0.0,4104,453,1843,631,1811,258,0.0,0.0,0.0,0.0,0.0,0.0
37189920800,9208,0.0,4440,1288,2191,733,1981,304,0.0,0.0,0.0,0.0,0.0,0.0
37189920200,9202,0.0,4894,1151,1187,723,1930,279,0.0,0.0,0.0,0.0,0.0,0.0
37189920300,9203,0.0,1068,330,585,211,429,37,0.0,0.0,0.0,0.0,0.0,0.0
37147000202,2.02,0.0,1806,604,228,115,799,100,0.0,0.0,0.0,0.0,0.0,0.0
37147000301,3.01,0.0,2567,396,794,379,999,158,0.0,0.0,0.0,0.0,0.0,0.0
37147000602,6.02,0.0,1624,125,470,91,749,39,0.0,0.0,0.0,0.0,0.0,0.0
37147000201,2.01,0.0,3965,466,1781,450,1875,165,0.0,0.0,0.0,0.0,0.0,0.0
37081016505,165.05,0.0,5612,1017,2830,969,2600,100,0.0,0.0,0.0,0.0,0.0,0.0
37047931100,9311,0.0,5511,1839,2290,735,2339,213,0.0,0.0,0.0,0.0,0.0,0.0
37047930900,9309,0.0,4191,685,1523,449,1506,219,0.0,0.0,0.0,0.0,0.0,0.0
37165010300,103,0.0,6956,1956,1834,1554,2801,166,0.0,0.0,0.0,0.0,0.0,0.0
37165010400,104,0.0,4869,1032,1485,962,1852,206,0.0,0.0,0.0,0.0,0.0,0.0
37165010200,102,0.0,1370,143,417,193,589,20,0.0,0.0,0.0,0.0,0.0,0.0
37125950704,9507.04,0.0,6307,922,379,1504,2422,398,0.0,0.0,0.0,0.0,0.0,0.0
37125951001,9510.01,0.0,4937,1214,1488,580,1778,272,0.0,0.0,0.0,0.0,0.0,0.0
37125950201,9502.01,0.0,5369,1352,2566,1080,2284,248,0.0,0.0,0.0,0.0,0.0,0.0
37125950703,9507.03,0.0,4870,878,1970,285,1739,236,0.0,0.0,0.0,0.0,0.0,0.0
37119004303,43.03,0.0,4785,567,2142,410,1878,85,0.0,0.0,0.0,0.0,0.0,0.0
37135012202,122.02,0.0,1452,387,356,141,553,86,0.0,0.0,0.0,0.0,0.0,0.0
37135011902,119.02,0.0,4826,485,1517,213,2119,290,0.0,0.0,0.0,0.0,0.0,0.0
37135011602,116.02,0.0,6523,2159,435,883,2557,122,0.0,0.0,0.0,0.0,0.0,0.0
37135012201,122.01,0.0,2988,317,721,191,1215,215,0.0,0.0,0.0,0.0,0.0,0.0
37147000605,6.05,0.0,5140,422,1476,852,1855,61,0.0,0.0,0.0,0.0,0.0,0.0
37147001601,16.01,0.0,1021,203,181,65,373,46,0.0,0.0,0.0,0.0,0.0,0.0
37147001404,14.04,0.0,3301,679,216,159,1388,77,0.0,0.0,0.0,0.0,0.0,0.0
37147000606,6.06,0.0,3944,798,1558,957,1427,196,0.0,0.0,0.0,0.0,0.0,0.0
37147002004,20.04,0.0,7875,1425,2106,1349,2895,117,0.0,0.0,0.0,0.0,0.0,0.0
37081014411,144.11,0.0,2345,817,604,551,933,39,0.0,0.0,0.0,0.0,0.0,0.0
37081015707,157.07,0.0,2791,546,488,370,1293,129,0.0,0.0,0.0,0.0,0.0,0.0
37081016005,160.05,0.0,3741,723,1193,103,1690,302,0.0,0.0,0.0,0.0,0.0,0.0
37081016103,161.03,0.0,7947,1402,2137,1208,3689,263,0.0,0.0,0.0,0.0,0.0,0.0
37081014409,144.09,0.0,6944,486,1992,1030,3191,388,0.0,0.0,0.0,0.0,0.0,0.0
37081016303,163.03,0.0,1049,239,357,24,376,40,0.0,0.0,0.0,0.0,0.0,0.0
37051003205,32.05,0.0,2484,294,132,541,1104,172,0.0,0.0,0.0,0.0,0.0,0.0
37051000200,2,0.0,6716,1620,3383,1091,2599,190,0.0,0.0,0.0,0.0,0.0,0.0
37051002600,26,0.0,1219,79,104,233,478,54,0.0,0.0,0.0,0.0,0.0,0.0
37051001500,15,0.0,6960,2397,1917,929,2738,472,0.0,0.0,0.0,0.0,0.0,0.0
37051003307,33.07,0.0,2825,538,434,458,1258,100,0.0,0.0,0.0,0.0,0.0,0.0
37051003203,32.03,0.0,7407,2363,2310,586,2956,283,0.0,0.0,0.0,0.0,0.0,0.0
37051002900,29,0.0,2913,561,553,710,1147,187,0.0,0.0,0.0,0.0,0.0,0.0
37051002503,25.03,0.0,3927,267,1884,440,1571,125,0.0,0.0,0.0,0.0,0.0,0.0
37051000900,9,0.0,5565,1650,1381,319,2495,217,0.0,0.0,0.0,0.0,0.0,0.0
37051002504,25.04,0.0,1709,417,631,56,655,49,0.0,0.0,0.0,0.0,0.0,0.0
37051001200,12,0.0,4810,1368,839,799,2235,338,0.0,0.0,0.0,0.0,0.0,0.0
37097060500,605,0.0,4436,791,264,1092,1764,299,0.0,0.0,0.0,0.0,0.0,0.0
37015960300,9603,0.0,6444,1555,1624,1456,2678,333,0.0,0.0,0.0,0.0,0.0,0.0
37081016304,163.04,0.0,7971,2446,2536,1446,3503,432,0.0,0.0,0.0,0.0,0.0,0.0
37081012510,125.10,0.0,5583,1336,1561,1383,2094,185,0.0,0.0,0.0,0.0,0.0,0.0
37081014410,144.10,0.0,3746,578,1989,697,1685,53,0.0,0.0,0.0,0.0,0.0,0.0
37129010600,106,0.0,3725,926,1502,365,1353,75,0.0,0.0,0.0,0.0,0.0,0.0
37129010800,108,0.0,3809,958,2086,602,1400,72,0.0,0.0,0.0,0.0,0.0,0.0
37129011200,112,0.0,6660,2252,1315,255,2831,134,0.0,0.0,0.0,0.0,0.0,0.0
37081015704,157.04,0.0,3112,501,1383,220,1345,172,0.0,0.0,0.0,0.0,0.0,0.0
37081015705,157.05,0.0,2002,355,656,232,911,45,0.0,0.0,0.0,0.0,0.0,0.0
37081016010,160.10,0.0,3206,941,1140,212,1169,50,0.0,0.0,0.0,0.0,0.0,0.0
37129011701,117.01,0.0,963,194,522,230,379,33,0.0,0.0,0.0,0.0,0.0,0.0
37147000102,1.02,0.0,1564,423,589,389,736,49,0.0,0.0,0.0,0.0,0.0,0.0
37147000902,9.02,0.0,1448,272,723,152,589,30,0.0,0.0,0.0,0.0,0.0,0.0
37147002003,20.03,0.0,6355,728,2623,1163,2942,152,0.0,0.0,0.0,0.0,0.0,0.0
37147000101,1.01,0.0,6000,1641,682,682,2398,164,0.0,0.0,0.0,0.0,0.0,0.0
37147000604,6.04,0.0,5816,519,2324,302,2367,261,0.0,0.0,0.0,0.0,0.0,0.0
37147001403,14.03,0.0,4125,451,1205,402,1911,274,0.0,0.0,0.0,0.0,0.0,0.0
37169070504,705.04,0.0,5962,1419,3037,439,2232,352,0.0,0.0,0.0,0.0,0.0,0.0
37051003106,31.06,0.0,1961,537,889,187,858,122,0.0,0.0,0.0,0.0,0.0,0.0
37051001606,16.06,0.0,7284,2319,743,505,2938,364,0.0,0.0,0.0,0.0,0.0,0.0
37051003206,32.06,0.0,4407,580,515,202,1730,287,0.0,0.0,0.0,0.0,0.0,0.0
37051003410,34.10,0.0,7553,628,640,528,2723,293,0.0,0.0,0.0,0.0,0.0,0.0
37051003004,30.04,0.0,1896,638,562,432,775,96,0.0,0.0,0.0,0.0,0.0,0.0
37051003003,30.03,0.0,4380,421,395,173,1597,146,0.0,0.0,0.0,0.0,0.0,0.0
37051002702,27.02,0.0,5813,635,2394,550,2475,195,0.0,0.0,0.0,0.0,0.0,0.0
37051002301,23.01,0.0,4368,600,1424,618,1617,128,0.0,0.0,0.0,0.0,0.0,0.0
37051003209,32.09,0.0,4012,837,1877,407,1771,92,0.0,0.0,0.0,0.0,0.0,0.0
37129010400,104,0.0,1996,628,379,277,769,114,0.0,0.0,0.0,0.0,0.0,0.0
37129011400,114,0.0,3543,985,1096,106,1638,62,0.0,0.0,0.0,0.0,0.0,0.0
37129011100,111,0.0,2519,661,273,426,902,118,0.0,0.0,0.0,0.0,0.0,0.0
37129010100,101,0.0,2970,304,1462,444,1073,171,0.0,0.0,0.0,0.0,0.0,0.0
37129012004,120.04,0.0,5722,900,786,1010,2374,248,0.0,0.0,0.0,0.0,0.0,0.0
37129010700,107,0.0,5338,1033,540,803,2163,87,0.0,0.0,0.0,0.0,0.0,0.0
37129011703,117.03,0.0,5171,487,788,624,2053,193,0.0,0.0,0.0,0.0,0.0,0.0
37129010501,105.01,0.0,3405,449,1542,342,1485,121,0.0,0.0,0.0,0.0,0.0,0.0
37129990100,9901,0.0,7709,1098,793,555,2997,532,0.0,0.0,0.0,0.0,0.0,0.0
37081016203,162.03,0.0,1431,126,511,193,552,73,0.0,0.0,0.0,0.0,0.0,0.0
37081016205,162.05,0.0,3266,702,1381,84,1323,182,0.0,0.0,0.0,0.0,0.0,0.0
37081016305,163.05,0.0,1649,431,701,157,748,80,0.0,0.0,0.0,0.0,0.0,0.0
37081016410,164.10,0.0,3240,229,469,569,1181,161,0.0,0.0,0.0,0.0,0.0,0.0
37081016506,165.06,0.0,7725,1501,624,347,3542,490,0.0,0.0,0.0,0.0,0.0,0.0
37103920100,9201,0.0,3437,978,943,118,1352,54,0.0,0.0,0.0,0.0,0.0,0.0
37103920300,9203,0.0,7341,2014,1110,1247,3379,214,0.0,0.0,0.0,0.0,0.0,0.0
37103920200,9202,0.0,4364,1285,1744,486,1981,63,0.0,0.0,0.0,0.0,0.0,0.0
37129011800,118,0.0,5837,1076,1332,1193,2760,293,0.0,0.0,0.0,0.0,0.0,0.0
37129011000,110,0.0,4093,1212,1124,964,1738,280,0.0,0.0,0.0,0.0,0.0,0.0
37013930600,9306,0.0,2714,331,289,651,1065,129,0.0,0.0,0.0,0.0,0.0,0.0
37013930900,9309,0.0,6302,997,2103,742,2556,268,0.0,0.0,0.0,0.0,0.0,0.0
37013930800,9308,0.0,7778,800,1110,628,3023,510,0.0,0.0,0.0,0.0,0.0,0.0
37013930200,9302,0.0,2697,513,1050,431,1048,58,0.0,0.0,0.0,0.0,0.0,0.0
37013930700,9307,0.0,6407,1073,548,1053,2914,120,0.0,0.0,0.0,0.0,0.0,0.0
37013930300,9303,0.0,2680,327,1441,437,1252,209,0.0,0.0,0.0,0.0,0.0,0.0
37085070903,709.03,0.0,5961,1642,2338,560,2348,388,0.0,0.0,0.0,0.0,0.0,0.0
37085070901,709.01,0.0,6480,934,912,224,2533,335,0.0,0.0,0.0,0.0,0.0,0.0
37191000304,3.04,0.0,4035,531,230,275,1620,108,0.0,0.0,0.0,0.0,0.0,0.0
37191002000,20,0.0,6105,544,1326,338,2687,471,0.0,0.0,0.0,0.0,0.0,0.0
37191001102,11.02,0.0,2760,501,348,133,1034,149,0.0,0.0,0.0,0.0,0.0,0.0
37191000102,1.02,0.0,1370,193,218,319,636,83,0.0,0.0,0.0,0.0,0.0,0.0
37191001302,13.02,0.0,1494,240,726,34,587,37,0.0,0.0,0.0,0.0,0.0,0.0
37191000402,4.02,0.0,4018,485,1412,636,1839,196,0.0,0.0,0.0,0.0,0.0,0.0
37191000902,9.02,0.0,7298,2035,1008,1736,2852,437,0.0,0.0,0.0,0.0,0.0,0.0
37165010102,101.02,0.0,1718,565,564,176,718,114,0.0,0.0,0.0,0.0,0.0,0.0
37013930400,9304,0.0,4081,813,725,576,1568,179,0.0,0.0,0.0,0.0,0.0,0.0
37167931202,9312.02,0.0,5869,1425,3158,1056,2746,297,0.0,0.0,0.0,0.0,0.0,0.0
37055970101,9701.01,0.0,2257,700,149,209,906,121,0.0,0.0,0.0,0.0,0.0,0.0
37035010201,102.01,0.0,5995,2096,2494,778,2723,297,0.0,0.0,0.0,0.0,0.0,0.0
37035011101,111.01,0.0,3002,702,1310,624,1164,107,0.0,0.0,0.0,0.0,0.0,0.0
37035010600,106,0.0,6622,2098,553,1267,3032,129,0.0,0.0,0.0,0.0,0.0,0.0
37035011701,117.01,0.0,4970,1603,675,1023,2310,112,0.0,0.0,0.0,0.0,0.0,0.0
37035010502,105.02,0.0,4737,1361,1147,1170,1822,262,0.0,0.0,0.0,0.0,0.0,0.0
37035010101,101.01,0.0,2072,390,1003,217,966,32,0.0,0.0,0.0,0.0,0.0,0.0
37035010102,101.02,0.0,4135,307,1316,793,1831,69,0.0,0.0,0.0,0.0,0.0,0.0
37035011501,115.01,0.0,6967,381,2631,1105,2602,431,0.0,0.0,0.0,0.0,0.0,0.0
37035010302,103.02,0.0,940,181,415,162,352,47,0.0,0.0,0.0,0.0,0.0,0.0
37035011802,118.02,0.0,6261,1241,2905,1190,2320,71,0.0,0.0,0.0,0.0,0.0,0.0
37035011200,112,0.0,4347,748,1252,836,1867,143,0.0,0.0,0.0,0.0,0.0,0.0
37035010402,104.02,0.0,5980,1318,1820,1337,2421,349,0.0,0.0,0.0,0.0,0.0,0.0
37035011300,113,0.0,5575,1202,2280,559,2110,195,0.0,0.0,0.0,0.0,0.0,0.0
37035011102,111.02,0.0,3911,1177,710,666,1781,178,0.0,0.0,0.0,0.0,0.0,0.0
37035011000,110,0.0,3022,249,1442,255,1159,114,0.0,0.0,0.0,0.0,0.0,0.0
37035010301,103.01,0.0,5316,624,321,833,2451,147,0.0,0.0,0.0,0.0,0.0,0.0
37035011801,118.01,0.0,1809,520,267,348,660,91,0.0,0.0,0.0,0.0,0.0,0.0
37035010303,103.03,0.0,5005,1523,2252,1010,1965,89,0.0,0.0,0.0,0.0,0.0,0.0
37035010700,107,0.0,1481,516,326,172,605,64,0.0,0.0,0.0,0.0,0.0,0.0
37035010900,109,0.0,5478,1708,684,750,2245,124,0.0,0.0,0.0,0.0,0.0,0.0
37035010304,103.04,0.0,5326,1688,763,515,2391,88,0.0,0.0,0.0,0.0,0.0,0.0
37055970502,9705.02,0.0,1407,203,443,82,600,30,0.0,0.0,0.0,0.0,0.0,0.0
37055970501,9705.01,0.0,6253,1066,2958,499,2396,384,0.0,0.0,0.0,0.0,0.0,0.0
37187950100,9501,0.0,3793,494,323,871,1530,86,0.0,0.0,0.0,0.0,0.0,0.0
37133002201,22.01,0.0,6465,1499,421,588,2616,187,0.0,0.0,0.0,0.0,0.0,0.0
37133002600,26,0.0,1099,364,310,268,491,24,0.0,0.0,0.0,0.0,0.0,0.0
37133000403,4.03,0.0,2092,320,1104,158,809,113,0.0,0.0,0.0,0.0,0.0,0.0
37035011702,117.02,0.0,4356,945,825,811,1834,177,0.0,0.0,0.0,0.0,0.0,0.0
37089930502,9305.02,0.0,2155,299,1141,327,967,165,0.0,0.0,0.0,0.0,0.0,0.0
37089930501,9305.01,0.0,3175,320,1567,572,1150,149,0.0,0.0,0.0,0.0,0.0,0.0
37089931902,9319.02,0.0,5556,603,1064,934,2263,248,0.0,0.0,0.0,0.0,0.0,0.0
37089980100,9801,0.0,1840,123,843,335,745,95,0.0,0.0,0.0,0.0,0.0,0.0
37089931802,9318.02,0.0,5679,1901,2231,1296,2037,73,0.0,0.0,0.0,0.0,0.0,0.0
37157041501,415.01,0.0,1544,263,472,230,655,113,0.0,0.0,0.0,0.0,0.0,0.0
37157041502,415.02,0.0,2061,618,538,73,746,129,0.0,0.0,0.0,0.0,0.0,0.0
37187950300,9503,0.0,5031,1279,2302,414,1945,138,0.0,0.0,0.0,0.0,0.0,0.0
37183052704,527.04,0.0,6513,700,2908,1191,2560,318,0.0,0.0,0.0,0.0,0.0,0.0
37191000401,4.01,0.0,2028,208,868,271,895,53,0.0,0.0,0.0,0.0,0.0,0.0
37191001301,13.01,0.0,2959,868,1624,432,1385,155,0.0,0.0,0.0,0.0,0.0,0.0
37191000303,3.03,0.0,7460,965,2157,1172,3100,451,0.0,0.0,0.0,0.0,0.0,0.0
37191000901,9.01,0.0,7925,2567,3593,855,3761,643,0.0,0.0,0.0,0.0,0.0,0.0
37101040906,409.06,0.0,4983,458,2398,986,2317,187,0.0,0.0,0.0,0.0,0.0,0.0
37101040101,401.01,0.0,4018,1017,626,749,1596,213,0.0,0.0,0.0,0.0,0.0,0.0
